城市,产品名称,金融机构,最低首付,年手续费,分期期限,贷款限额,产品费率/期限,产品说明,申请条件,例子,例子图片,更多车源链接,车价下限,车价上限,贷款周期,首付比例,产品费率,人人车固定费用,金融机构固定费用,增项服务费率,里程上限,车龄上限
宜昌,信用贷,惠人贷,40%,8.75-8.87%,1-2年,2-50万,1年8.87%，2年17.5%,"最低首付：40%
贷款期限：1/2年
年手续费：1年8.87%，2年8.75%
贷款限额：2-50万
贷款形式：信用贷款
金融机构：惠人贷
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供
车辆要求：行驶里程在12万公里（含）内，车龄小于6年（含）且价格大于3.5万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近半年银行对账单/户口本/驾照/工作证明/房本、购房合同、租赁合同","车价：10万/分期2年
首付：4万
月供：2938元
服务费用：人人车金融服务费1500元",,pr%7C3-100_ag%7C0-6_mi%7C0-12_%7C?,35000 ,830000 ,24,0.4,0.175,1500,0,0,120000,6
肇庆,信用贷,惠人贷,40%,8.75-8.87%,1-2年,2-50万,1年8.87%，2年17.5%,"最低首付：40%
贷款期限：1/2年
年手续费：1年8.87%，2年8.75%
贷款限额：2-50万
贷款形式：信用贷款
金融机构：惠人贷
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供
车辆要求：行驶里程在12万公里（含）内，车龄小于6年（含）且价格大于3.5万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近半年银行对账单/户口本/驾照/工作证明/房本、购房合同、租赁合同","车价：10万/分期2年
首付：4万
月供：2938元
服务费用：人人车金融服务费1500元",,pr%7C3-100_ag%7C0-6_mi%7C0-12_%7C?,35000 ,830000 ,12,0.4,0.887,1500,0,0,120000,6
肇庆,信用贷,惠人贷,40%,8.75-8.87%,1-2年,2-50万,1年8.87%，2年17.5%,"最低首付：40%
贷款期限：1/2年
年手续费：1年8.87%，2年8.75%
贷款限额：2-50万
贷款形式：信用贷款
金融机构：惠人贷
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供
车辆要求：行驶里程在12万公里（含）内，车龄小于6年（含）且价格大于3.5万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近半年银行对账单/户口本/驾照/工作证明/房本、购房合同、租赁合同","车价：10万/分期2年
首付：4万
月供：2938元
服务费用：人人车金融服务费1500元",,pr%7C3-100_ag%7C0-6_mi%7C0-12_%7C?,35000 ,830000 ,24,0.4,0.175,1500,0,0,120000,6
郑州,信用贷,惠人贷,40%,8.75-8.87%,1-2年,2-50万,1年8.87%，2年17.5%,"最低首付：40%
贷款期限：1/2年
年手续费：1年8.87%，2年8.75%
贷款限额：2-50万
贷款形式：信用贷款
金融机构：惠人贷
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供
车辆要求：行驶里程在12万公里（含）内，车龄小于6年（含）且价格大于3.5万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近半年银行对账单/户口本/驾照/工作证明/房本、购房合同、租赁合同","车价：10万/分期2年
首付：4万
月供：2938元
服务费用：人人车金融服务费1500元",,pr%7C3-100_ag%7C0-6_mi%7C0-12_%7C?,35000 ,830000 ,12,0.4,0.887,1500,0,0,120000,6
郑州,信用贷,惠人贷,40%,8.75-8.87%,1-2年,2-50万,1年8.87%，2年17.5%,"最低首付：40%
贷款期限：1/2年
年手续费：1年8.87%，2年8.75%
贷款限额：2-50万
贷款形式：信用贷款
金融机构：惠人贷
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供
车辆要求：行驶里程在12万公里（含）内，车龄小于6年（含）且价格大于3.5万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近半年银行对账单/户口本/驾照/工作证明/房本、购房合同、租赁合同","车价：10万/分期2年
首付：4万
月供：2938元
服务费用：人人车金融服务费1500元",,pr%7C3-100_ag%7C0-6_mi%7C0-12_%7C?,35000 ,830000 ,24,0.4,0.175,1500,0,0,120000,6
株洲,信用贷,惠人贷,40%,8.75-8.87%,1-2年,2-50万,1年8.87%，2年17.5%,"最低首付：40%
贷款期限：1/2年
年手续费：1年8.87%，2年8.75%
贷款限额：2-50万
贷款形式：信用贷款
金融机构：惠人贷
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供
车辆要求：行驶里程在12万公里（含）内，车龄小于6年（含）且价格大于3.5万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近半年银行对账单/户口本/驾照/工作证明/房本、购房合同、租赁合同","车价：10万/分期2年
首付：4万
月供：2938元
服务费用：人人车金融服务费1500元",,pr%7C3-100_ag%7C0-6_mi%7C0-12_%7C?,35000 ,830000 ,12,0.4,0.887,1500,0,0,120000,6
株洲,信用贷,惠人贷,40%,8.75-8.87%,1-2年,2-50万,1年8.87%，2年17.5%,"最低首付：40%
贷款期限：1/2年
年手续费：1年8.87%，2年8.75%
贷款限额：2-50万
贷款形式：信用贷款
金融机构：惠人贷
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供
车辆要求：行驶里程在12万公里（含）内，车龄小于6年（含）且价格大于3.5万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近半年银行对账单/户口本/驾照/工作证明/房本、购房合同、租赁合同","车价：10万/分期2年
首付：4万
月供：2938元
服务费用：人人车金融服务费1500元",,pr%7C3-100_ag%7C0-6_mi%7C0-12_%7C?,35000 ,830000 ,24,0.4,0.175,1500,0,0,120000,6
全国,低首付,上海网金,30%,10.29-10.44%,1-3年,2-20万,1年10.39%，2年20.58%，3年31.32%,"最低首付：30%
贷款期限：1/2/3年
年手续费：1年10.39%，2年10.29%，3年10.44%
贷款限额：2-20万
贷款形式：抵押贷款
金融机构：上海网金
服务费用：人人车金融服务费1500元","资质要求：征信良好
车辆要求：行驶里程在10万公里（含）内，车龄小于8年（含）且车龄加贷款年限小于9年（含）且价格大于3万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近半年银行对账单/驾照/房产证","车价：10万/分期3年
首付：3万
月供：2554元
服务费用：人人车金融服务费1500元",,pr%7C3-40_ag%7C0-9_mi%7C0-10_%7C?,30000 ,28000 ,36,0.3,0.3132,1500,0,0,100000,6
北京,低首付,上海网金,30%,10.29-10.44%,1-3年,2-20万,1年10.39%，2年20.58%，3年31.32%,"最低首付：30%
贷款期限：1/2/3年
年手续费：1年10.39%，2年10.29%，3年10.44%
贷款限额：2-20万
贷款形式：抵押贷款
金融机构：上海网金
服务费用：人人车金融服务费1500元","资质要求：征信良好
车辆要求：行驶里程在10万公里（含）内，车龄小于8年（含）且车龄加贷款年限小于9年（含）且价格大于3万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近半年银行对账单/驾照/房产证","车价：10万/分期3年
首付：3万
月供：2554元
服务费用：人人车金融服务费1500元",,pr%7C3-40_ag%7C0-9_mi%7C0-10_%7C?,30000 ,28000 ,12,0.3,0.1039,1500,0,0,100000,8
北京,低首付,上海网金,30%,10.29-10.44%,1-3年,2-20万,1年10.39%，2年20.58%，3年31.32%,"最低首付：30%
贷款期限：1/2/3年
年手续费：1年10.39%，2年10.29%，3年10.44%
贷款限额：2-20万
贷款形式：抵押贷款
金融机构：上海网金
服务费用：人人车金融服务费1500元","资质要求：征信良好
车辆要求：行驶里程在10万公里（含）内，车龄小于8年（含）且车龄加贷款年限小于9年（含）且价格大于3万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近半年银行对账单/驾照/房产证","车价：10万/分期3年
首付：3万
月供：2554元
服务费用：人人车金融服务费1500元",,pr%7C3-40_ag%7C0-9_mi%7C0-10_%7C?,30000 ,28000 ,24,0.3,0.2058,1500,0,0,100000,7
北京,低首付,上海网金,30%,10.29-10.44%,1-3年,2-20万,1年10.39%，2年20.58%，3年31.32%,"最低首付：30%
贷款期限：1/2/3年
年手续费：1年10.39%，2年10.29%，3年10.44%
贷款限额：2-20万
贷款形式：抵押贷款
金融机构：上海网金
服务费用：人人车金融服务费1500元","资质要求：征信良好
车辆要求：行驶里程在10万公里（含）内，车龄小于8年（含）且车龄加贷款年限小于9年（含）且价格大于3万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近半年银行对账单/驾照/房产证","车价：10万/分期3年
首付：3万
月供：2554元
服务费用：人人车金融服务费1500元",,pr%7C3-40_ag%7C0-9_mi%7C0-10_%7C?,30000 ,28000 ,36,0.3,0.3132,1500,0,0,100000,6
长春,低首付,上海网金,30%,10.29-10.44%,1-3年,2-20万,1年10.39%，2年20.58%，3年31.32%,"最低首付：30%
贷款期限：1/2/3年
年手续费：1年10.39%，2年10.29%，3年10.44%
贷款限额：2-20万
贷款形式：抵押贷款
金融机构：上海网金
服务费用：人人车金融服务费1500元","资质要求：征信良好
车辆要求：行驶里程在10万公里（含）内，车龄小于8年（含）且车龄加贷款年限小于9年（含）且价格大于3万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近半年银行对账单/驾照/房产证","车价：10万/分期3年
首付：3万
月供：2554元
服务费用：人人车金融服务费1500元",,pr%7C3-40_ag%7C0-9_mi%7C0-10_%7C?,30000 ,28000 ,12,0.3,0.1039,1500,0,0,100000,8
长春,低首付,上海网金,30%,10.29-10.44%,1-3年,2-20万,1年10.39%，2年20.58%，3年31.32%,"最低首付：30%
贷款期限：1/2/3年
年手续费：1年10.39%，2年10.29%，3年10.44%
贷款限额：2-20万
贷款形式：抵押贷款
金融机构：上海网金
服务费用：人人车金融服务费1500元","资质要求：征信良好
车辆要求：行驶里程在10万公里（含）内，车龄小于8年（含）且车龄加贷款年限小于9年（含）且价格大于3万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近半年银行对账单/驾照/房产证","车价：10万/分期3年
首付：3万
月供：2554元
服务费用：人人车金融服务费1500元",,pr%7C3-40_ag%7C0-9_mi%7C0-10_%7C?,30000 ,28000 ,24,0.3,0.2058,1500,0,0,100000,7
长春,低首付,上海网金,30%,10.29-10.44%,1-3年,2-20万,1年10.39%，2年20.58%，3年31.32%,"最低首付：30%
贷款期限：1/2/3年
年手续费：1年10.39%，2年10.29%，3年10.44%
贷款限额：2-20万
贷款形式：抵押贷款
金融机构：上海网金
服务费用：人人车金融服务费1500元","资质要求：征信良好
车辆要求：行驶里程在10万公里（含）内，车龄小于8年（含）且车龄加贷款年限小于9年（含）且价格大于3万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近半年银行对账单/驾照/房产证","车价：10万/分期3年
首付：3万
月供：2554元
服务费用：人人车金融服务费1500元",,pr%7C3-40_ag%7C0-9_mi%7C0-10_%7C?,30000 ,28000 ,36,0.3,0.3132,1500,0,0,100000,6
长沙,低首付,上海网金,30%,10.29-10.44%,1-3年,2-20万,1年10.39%，2年20.58%，3年31.32%,"最低首付：30%
贷款期限：1/2/3年
年手续费：1年10.39%，2年10.29%，3年10.44%
贷款限额：2-20万
贷款形式：抵押贷款
金融机构：上海网金
服务费用：人人车金融服务费1500元","资质要求：征信良好
车辆要求：行驶里程在10万公里（含）内，车龄小于8年（含）且车龄加贷款年限小于9年（含）且价格大于3万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近半年银行对账单/驾照/房产证","车价：10万/分期3年
首付：3万
月供：2554元
服务费用：人人车金融服务费1500元",,pr%7C3-40_ag%7C0-9_mi%7C0-10_%7C?,30000 ,28000 ,12,0.3,0.1039,1500,0,0,100000,8
长沙,低首付,上海网金,30%,10.29-10.44%,1-3年,2-20万,1年10.39%，2年20.58%，3年31.32%,"最低首付：30%
贷款期限：1/2/3年
年手续费：1年10.39%，2年10.29%，3年10.44%
贷款限额：2-20万
贷款形式：抵押贷款
金融机构：上海网金
服务费用：人人车金融服务费1500元","资质要求：征信良好
车辆要求：行驶里程在10万公里（含）内，车龄小于8年（含）且车龄加贷款年限小于9年（含）且价格大于3万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近半年银行对账单/驾照/房产证","车价：10万/分期3年
首付：3万
月供：2554元
服务费用：人人车金融服务费1500元",,pr%7C3-40_ag%7C0-9_mi%7C0-10_%7C?,30000 ,28000 ,24,0.3,0.2058,1500,0,0,100000,7
长沙,低首付,上海网金,30%,10.29-10.44%,1-3年,2-20万,1年10.39%，2年20.58%，3年31.32%,"最低首付：30%
贷款期限：1/2/3年
年手续费：1年10.39%，2年10.29%，3年10.44%
贷款限额：2-20万
贷款形式：抵押贷款
金融机构：上海网金
服务费用：人人车金融服务费1500元","资质要求：征信良好
车辆要求：行驶里程在10万公里（含）内，车龄小于8年（含）且车龄加贷款年限小于9年（含）且价格大于3万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近半年银行对账单/驾照/房产证","车价：10万/分期3年
首付：3万
月供：2554元
服务费用：人人车金融服务费1500元",,pr%7C3-40_ag%7C0-9_mi%7C0-10_%7C?,30000 ,28000 ,36,0.3,0.3132,1500,0,0,100000,6
成都,低首付,上海网金,30%,10.29-10.44%,1-3年,2-20万,1年10.39%，2年20.58%，3年31.32%,"最低首付：30%
贷款期限：1/2/3年
年手续费：1年10.39%，2年10.29%，3年10.44%
贷款限额：2-20万
贷款形式：抵押贷款
金融机构：上海网金
服务费用：人人车金融服务费1500元","资质要求：征信良好
车辆要求：行驶里程在10万公里（含）内，车龄小于8年（含）且车龄加贷款年限小于9年（含）且价格大于3万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近半年银行对账单/驾照/房产证","车价：10万/分期3年
首付：3万
月供：2554元
服务费用：人人车金融服务费1500元",,pr%7C3-40_ag%7C0-9_mi%7C0-10_%7C?,30000 ,28000 ,12,0.3,0.1039,1500,0,0,100000,8
成都,低首付,上海网金,30%,10.29-10.44%,1-3年,2-20万,1年10.39%，2年20.58%，3年31.32%,"最低首付：30%
贷款期限：1/2/3年
年手续费：1年10.39%，2年10.29%，3年10.44%
贷款限额：2-20万
贷款形式：抵押贷款
金融机构：上海网金
服务费用：人人车金融服务费1500元","资质要求：征信良好
车辆要求：行驶里程在10万公里（含）内，车龄小于8年（含）且车龄加贷款年限小于9年（含）且价格大于3万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近半年银行对账单/驾照/房产证","车价：10万/分期3年
首付：3万
月供：2554元
服务费用：人人车金融服务费1500元",,pr%7C3-40_ag%7C0-9_mi%7C0-10_%7C?,30000 ,28000 ,24,0.3,0.2058,1500,0,0,100000,7
成都,低首付,上海网金,30%,10.29-10.44%,1-3年,2-20万,1年10.39%，2年20.58%，3年31.32%,"最低首付：30%
贷款期限：1/2/3年
年手续费：1年10.39%，2年10.29%，3年10.44%
贷款限额：2-20万
贷款形式：抵押贷款
金融机构：上海网金
服务费用：人人车金融服务费1500元","资质要求：征信良好
车辆要求：行驶里程在10万公里（含）内，车龄小于8年（含）且车龄加贷款年限小于9年（含）且价格大于3万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近半年银行对账单/驾照/房产证","车价：10万/分期3年
首付：3万
月供：2554元
服务费用：人人车金融服务费1500元",,pr%7C3-40_ag%7C0-9_mi%7C0-10_%7C?,30000 ,28000 ,36,0.3,0.3132,1500,0,0,100000,6
重庆,低首付,上海网金,30%,10.29-10.44%,1-3年,2-20万,1年10.39%，2年20.58%，3年31.32%,"最低首付：30%
贷款期限：1/2/3年
年手续费：1年10.39%，2年10.29%，3年10.44%
贷款限额：2-20万
贷款形式：抵押贷款
金融机构：上海网金
服务费用：人人车金融服务费1500元","资质要求：征信良好
车辆要求：行驶里程在10万公里（含）内，车龄小于8年（含）且车龄加贷款年限小于9年（含）且价格大于3万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近半年银行对账单/驾照/房产证","车价：10万/分期3年
首付：3万
月供：2554元
服务费用：人人车金融服务费1500元",,pr%7C3-40_ag%7C0-9_mi%7C0-10_%7C?,30000 ,28000 ,12,0.3,0.1039,1500,0,0,100000,8
重庆,低首付,上海网金,30%,10.29-10.44%,1-3年,2-20万,1年10.39%，2年20.58%，3年31.32%,"最低首付：30%
贷款期限：1/2/3年
年手续费：1年10.39%，2年10.29%，3年10.44%
贷款限额：2-20万
贷款形式：抵押贷款
金融机构：上海网金
服务费用：人人车金融服务费1500元","资质要求：征信良好
车辆要求：行驶里程在10万公里（含）内，车龄小于8年（含）且车龄加贷款年限小于9年（含）且价格大于3万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近半年银行对账单/驾照/房产证","车价：10万/分期3年
首付：3万
月供：2554元
服务费用：人人车金融服务费1500元",,pr%7C3-40_ag%7C0-9_mi%7C0-10_%7C?,30000 ,28000 ,24,0.3,0.2058,1500,0,0,100000,7
重庆,低首付,上海网金,30%,10.29-10.44%,1-3年,2-20万,1年10.39%，2年20.58%，3年31.32%,"最低首付：30%
贷款期限：1/2/3年
年手续费：1年10.39%，2年10.29%，3年10.44%
贷款限额：2-20万
贷款形式：抵押贷款
金融机构：上海网金
服务费用：人人车金融服务费1500元","资质要求：征信良好
车辆要求：行驶里程在10万公里（含）内，车龄小于8年（含）且车龄加贷款年限小于9年（含）且价格大于3万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近半年银行对账单/驾照/房产证","车价：10万/分期3年
首付：3万
月供：2554元
服务费用：人人车金融服务费1500元",,pr%7C3-40_ag%7C0-9_mi%7C0-10_%7C?,30000 ,28000 ,36,0.3,0.3132,1500,0,0,100000,6
大连,低首付,上海网金,30%,10.29-10.44%,1-3年,2-20万,1年10.39%，2年20.58%，3年31.32%,"最低首付：30%
贷款期限：1/2/3年
年手续费：1年10.39%，2年10.29%，3年10.44%
贷款限额：2-20万
贷款形式：抵押贷款
金融机构：上海网金
服务费用：人人车金融服务费1500元","资质要求：征信良好
车辆要求：行驶里程在10万公里（含）内，车龄小于8年（含）且车龄加贷款年限小于9年（含）且价格大于3万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近半年银行对账单/驾照/房产证","车价：10万/分期3年
首付：3万
月供：2554元
服务费用：人人车金融服务费1500元",,pr%7C3-40_ag%7C0-9_mi%7C0-10_%7C?,30000 ,28000 ,12,0.3,0.1039,1500,0,0,100000,8
大连,低首付,上海网金,30%,10.29-10.44%,1-3年,2-20万,1年10.39%，2年20.58%，3年31.32%,"最低首付：30%
贷款期限：1/2/3年
年手续费：1年10.39%，2年10.29%，3年10.44%
贷款限额：2-20万
贷款形式：抵押贷款
金融机构：上海网金
服务费用：人人车金融服务费1500元","资质要求：征信良好
车辆要求：行驶里程在10万公里（含）内，车龄小于8年（含）且车龄加贷款年限小于9年（含）且价格大于3万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近半年银行对账单/驾照/房产证","车价：10万/分期3年
首付：3万
月供：2554元
服务费用：人人车金融服务费1500元",,pr%7C3-40_ag%7C0-9_mi%7C0-10_%7C?,30000 ,28000 ,24,0.3,0.2058,1500,0,0,100000,7
大连,低首付,上海网金,30%,10.29-10.44%,1-3年,2-20万,1年10.39%，2年20.58%，3年31.32%,"最低首付：30%
贷款期限：1/2/3年
年手续费：1年10.39%，2年10.29%，3年10.44%
贷款限额：2-20万
贷款形式：抵押贷款
金融机构：上海网金
服务费用：人人车金融服务费1500元","资质要求：征信良好
车辆要求：行驶里程在10万公里（含）内，车龄小于8年（含）且车龄加贷款年限小于9年（含）且价格大于3万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近半年银行对账单/驾照/房产证","车价：10万/分期3年
首付：3万
月供：2554元
服务费用：人人车金融服务费1500元",,pr%7C3-40_ag%7C0-9_mi%7C0-10_%7C?,30000 ,28000 ,36,0.3,0.3132,1500,0,0,100000,6
东莞,低首付,上海网金,30%,10.29-10.44%,1-3年,2-20万,1年10.39%，2年20.58%，3年31.32%,"最低首付：30%
贷款期限：1/2/3年
年手续费：1年10.39%，2年10.29%，3年10.44%
贷款限额：2-20万
贷款形式：抵押贷款
金融机构：上海网金
服务费用：人人车金融服务费1500元","资质要求：征信良好
车辆要求：行驶里程在10万公里（含）内，车龄小于8年（含）且车龄加贷款年限小于9年（含）且价格大于3万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近半年银行对账单/驾照/房产证","车价：10万/分期3年
首付：3万
月供：2554元
服务费用：人人车金融服务费1500元",,pr%7C3-40_ag%7C0-9_mi%7C0-10_%7C?,30000 ,28000 ,12,0.3,0.1039,1500,0,0,100000,8
东莞,低首付,上海网金,30%,10.29-10.44%,1-3年,2-20万,1年10.39%，2年20.58%，3年31.32%,"最低首付：30%
贷款期限：1/2/3年
年手续费：1年10.39%，2年10.29%，3年10.44%
贷款限额：2-20万
贷款形式：抵押贷款
金融机构：上海网金
服务费用：人人车金融服务费1500元","资质要求：征信良好
车辆要求：行驶里程在10万公里（含）内，车龄小于8年（含）且车龄加贷款年限小于9年（含）且价格大于3万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近半年银行对账单/驾照/房产证","车价：10万/分期3年
首付：3万
月供：2554元
服务费用：人人车金融服务费1500元",,pr%7C3-40_ag%7C0-9_mi%7C0-10_%7C?,30000 ,28000 ,24,0.3,0.2058,1500,0,0,100000,7
东莞,低首付,上海网金,30%,10.29-10.44%,1-3年,2-20万,1年10.39%，2年20.58%，3年31.32%,"最低首付：30%
贷款期限：1/2/3年
年手续费：1年10.39%，2年10.29%，3年10.44%
贷款限额：2-20万
贷款形式：抵押贷款
金融机构：上海网金
服务费用：人人车金融服务费1500元","资质要求：征信良好
车辆要求：行驶里程在10万公里（含）内，车龄小于8年（含）且车龄加贷款年限小于9年（含）且价格大于3万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近半年银行对账单/驾照/房产证","车价：10万/分期3年
首付：3万
月供：2554元
服务费用：人人车金融服务费1500元",,pr%7C3-40_ag%7C0-9_mi%7C0-10_%7C?,30000 ,28000 ,36,0.3,0.3132,1500,0,0,100000,6
佛山,低首付,上海网金,30%,10.29-10.44%,1-3年,2-20万,1年10.39%，2年20.58%，3年31.32%,"最低首付：30%
贷款期限：1/2/3年
年手续费：1年10.39%，2年10.29%，3年10.44%
贷款限额：2-20万
贷款形式：抵押贷款
金融机构：上海网金
服务费用：人人车金融服务费1500元","资质要求：征信良好
车辆要求：行驶里程在10万公里（含）内，车龄小于8年（含）且车龄加贷款年限小于9年（含）且价格大于3万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近半年银行对账单/驾照/房产证","车价：10万/分期3年
首付：3万
月供：2554元
服务费用：人人车金融服务费1500元",,pr%7C3-40_ag%7C0-9_mi%7C0-10_%7C?,30000 ,28000 ,12,0.3,0.1039,1500,0,0,100000,8
佛山,低首付,上海网金,30%,10.29-10.44%,1-3年,2-20万,1年10.39%，2年20.58%，3年31.32%,"最低首付：30%
贷款期限：1/2/3年
年手续费：1年10.39%，2年10.29%，3年10.44%
贷款限额：2-20万
贷款形式：抵押贷款
金融机构：上海网金
服务费用：人人车金融服务费1500元","资质要求：征信良好
车辆要求：行驶里程在10万公里（含）内，车龄小于8年（含）且车龄加贷款年限小于9年（含）且价格大于3万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近半年银行对账单/驾照/房产证","车价：10万/分期3年
首付：3万
月供：2554元
服务费用：人人车金融服务费1500元",,pr%7C3-40_ag%7C0-9_mi%7C0-10_%7C?,30000 ,28000 ,24,0.3,0.2058,1500,0,0,100000,7
佛山,低首付,上海网金,30%,10.29-10.44%,1-3年,2-20万,1年10.39%，2年20.58%，3年31.32%,"最低首付：30%
贷款期限：1/2/3年
年手续费：1年10.39%，2年10.29%，3年10.44%
贷款限额：2-20万
贷款形式：抵押贷款
金融机构：上海网金
服务费用：人人车金融服务费1500元","资质要求：征信良好
车辆要求：行驶里程在10万公里（含）内，车龄小于8年（含）且车龄加贷款年限小于9年（含）且价格大于3万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近半年银行对账单/驾照/房产证","车价：10万/分期3年
首付：3万
月供：2554元
服务费用：人人车金融服务费1500元",,pr%7C3-40_ag%7C0-9_mi%7C0-10_%7C?,30000 ,28000 ,36,0.3,0.3132,1500,0,0,100000,6
福州,低首付,上海网金,30%,10.29-10.44%,1-3年,2-20万,1年10.39%，2年20.58%，3年31.32%,"最低首付：30%
贷款期限：1/2/3年
年手续费：1年10.39%，2年10.29%，3年10.44%
贷款限额：2-20万
贷款形式：抵押贷款
金融机构：上海网金
服务费用：人人车金融服务费1500元","资质要求：征信良好
车辆要求：行驶里程在10万公里（含）内，车龄小于8年（含）且车龄加贷款年限小于9年（含）且价格大于3万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近半年银行对账单/驾照/房产证","车价：10万/分期3年
首付：3万
月供：2554元
服务费用：人人车金融服务费1500元",,pr%7C3-40_ag%7C0-9_mi%7C0-10_%7C?,30000 ,28000 ,12,0.3,0.1039,1500,0,0,100000,8
福州,低首付,上海网金,30%,10.29-10.44%,1-3年,2-20万,1年10.39%，2年20.58%，3年31.32%,"最低首付：30%
贷款期限：1/2/3年
年手续费：1年10.39%，2年10.29%，3年10.44%
贷款限额：2-20万
贷款形式：抵押贷款
金融机构：上海网金
服务费用：人人车金融服务费1500元","资质要求：征信良好
车辆要求：行驶里程在10万公里（含）内，车龄小于8年（含）且车龄加贷款年限小于9年（含）且价格大于3万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近半年银行对账单/驾照/房产证","车价：10万/分期3年
首付：3万
月供：2554元
服务费用：人人车金融服务费1500元",,pr%7C3-40_ag%7C0-9_mi%7C0-10_%7C?,30000 ,28000 ,24,0.3,0.2058,1500,0,0,100000,7
福州,低首付,上海网金,30%,10.29-10.44%,1-3年,2-20万,1年10.39%，2年20.58%，3年31.32%,"最低首付：30%
贷款期限：1/2/3年
年手续费：1年10.39%，2年10.29%，3年10.44%
贷款限额：2-20万
贷款形式：抵押贷款
金融机构：上海网金
服务费用：人人车金融服务费1500元","资质要求：征信良好
车辆要求：行驶里程在10万公里（含）内，车龄小于8年（含）且车龄加贷款年限小于9年（含）且价格大于3万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近半年银行对账单/驾照/房产证","车价：10万/分期3年
首付：3万
月供：2554元
服务费用：人人车金融服务费1500元",,pr%7C3-40_ag%7C0-9_mi%7C0-10_%7C?,30000 ,28000 ,36,0.3,0.3132,1500,0,0,100000,6
广州,低首付,上海网金,30%,10.29-10.44%,1-3年,2-20万,1年10.39%，2年20.58%，3年31.32%,"最低首付：30%
贷款期限：1/2/3年
年手续费：1年10.39%，2年10.29%，3年10.44%
贷款限额：2-20万
贷款形式：抵押贷款
金融机构：上海网金
服务费用：人人车金融服务费1500元","资质要求：征信良好
车辆要求：行驶里程在10万公里（含）内，车龄小于8年（含）且车龄加贷款年限小于9年（含）且价格大于3万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近半年银行对账单/驾照/房产证","车价：10万/分期3年
首付：3万
月供：2554元
服务费用：人人车金融服务费1500元",,pr%7C3-40_ag%7C0-9_mi%7C0-10_%7C?,30000 ,28000 ,12,0.3,0.1039,1500,0,0,100000,8
